name|team|ip|w|sv|hld|era|whip|so|hr|qs|bb|hbp|bf
Josh Fleming|TOR|3.0|0|0|0|12.0|2.67|1|1|0|2|1|18
Luis Morales|ATH|7.3|0|0|0|12.27|2.86|5|4|0|8|1|42
Chris Roycroft|STL|3.7|0|0|0|12.27|3.55|3|1|0|5|0|25
Justin Verlander|DET|3.7|0|0|0|12.27|2.18|1|1|0|2|0|19
Andre Granillo|WSH|4.3|0|0|0|12.46|2.54|1|1|0|5|0|23
Cristian Javier|HOU|9.3|0|0|0|12.54|2.36|4|2|0|9|2|48
Bailey Falter|KCR|3.3|0|0|0|13.5|3.0|4|1|0|2|0|20
Phil Maton|CHC|4.0|0|0|0|13.5|2.5|5|1|0|4|2|24
Rolddy Muñoz|ATL|2.0|0|0|0|13.5|3.0|3|1|0|1|0|12
Mitch Spence|KCR|4.0|0|0|0|13.5|2.25|3|1|0|5|0|21
Matt Svanson|STL|10.7|0|0|1|13.5|2.53|10|3|0|9|1|58
Austin Warren|NYM|0.7|0|0|0|13.5|3.0|1|1|0|0|0|4
Steven Cruz|KCR|5.0|0|0|0|14.4|2.2|7|4|0|4|0|26
Bryan Abreu|HOU|7.3|0|1|2|14.73|3.0|12|4|0|13|0|43
Matt Waldron|SDP|3.7|0|0|0|14.73|2.45|4|1|0|1|1|21
Tyler Heineman|TOR|3.0|0|0|0|15.0|2.67|0|1|0|1|0|17
Brandon Eisert|CHW|2.3|0|0|0|15.43|3.0|2|0|0|1|0|14
Roddery Muñoz|HOU|4.0|0|0|0|15.75|3.25|6|3|0|6|0|25
Ryan Johnson|LAA|3.3|0|0|0|16.2|3.3|2|1|0|4|0|21
Nick Raquet|BAL|1.7|0|0|0|16.2|2.4|0|1|0|1|1|10
Nick Sandlin|LAA|3.3|0|0|0|16.2|2.1|3|1|0|3|1|18
Jedixson Paez|CHW|3.0|0|0|0|18.0|2.33|0|2|0|3|0|16
Joe Ross|ARI|3.7|0|0|1|19.64|3.0|2|1|0|4|0|22
Tyler Gilbert|CHW|2.7|0|0|0|20.25|2.63|2|2|0|3|0|15
Yaramil Hiraldo|BAL|1.7|0|0|0|21.6|4.2|2|2|0|4|0|12
José Buttó|SFG|2.0|0|0|0|22.5|5.0|5|2|0|4|0|16
Brendon Little|TOR|3.7|0|0|0|24.55|3.55|6|3|0|3|0|24
Matt Pushard|STL|1.0|0|0|0|27.0|4.0|1|0|0|1|0|7
James McCann|ARI|1.0|0|0|0|45.0|7.0|0|1|0|0|0|10
Jackson Rutledge|WSH|1.3|0|0|0|47.25|6.0|2|0|0|2|0|12
Cam Sanders|PIT|0.7|0|0|0|54.0|6.0|2|0|0|1|0|6
Carlos Estévez|KCR|0.3|0|0|0|162.0|18.0|0|1|0|2|0|7
