name|pa|ab|h|hr|r|rbi|sb|so|bb|hbp|sf|x1b|x2b|x3b
Rob Refsnyder|14|12|0|0|0|0|0|3|2|0|0|0|0|0
Reese McGuire|10|10|0|0|0|0|0|3|0|0|0|0|0|0
James Wood|45|40|5|2|6|6|0|17|5|0|0|0|3|0
Bo Bichette|48|45|9|0|4|6|0|12|2|0|1|7|2|0
Jeimer Candelario|13|13|2|0|2|0|0|5|0|0|0|0|2|0
Jake McCarthy|24|23|3|0|1|1|4|5|0|1|0|1|2|0
Jake Cronenworth|35|32|4|0|4|0|0|7|3|0|0|4|0|0
Josh Jung|30|29|4|0|1|1|0|9|1|0|0|4|0|0
Jordan Beck|24|22|2|0|1|4|1|6|2|0|0|1|1|0
Kyle Manzardo|35|30|2|0|1|1|0|12|4|1|0|2|0|0
Nathan Church|27|26|3|0|3|2|0|8|1|0|0|3|0|0
Caleb Durbin|30|28|2|0|0|1|0|6|2|0|0|2|0|0
Bryce Harper|39|36|5|2|4|4|0|7|3|0|0|2|1|0
Andrew Benintendi|22|21|4|0|0|1|0|10|1|0|0|4|0|0
Brenton Doyle|30|28|4|0|3|0|1|10|2|0|0|3|1|0
Josh Naylor|44|40|5|0|0|2|0|5|4|0|0|5|0|0
Cedric Mullins|37|35|4|0|2|3|2|11|0|1|1|3|1|0
Marcell Ozuna|31|27|2|0|1|0|0|8|4|0|0|2|0|0
Trevor Story|42|42|5|1|1|2|0|17|0|0|0|3|1|0
Carlos Santana|26|24|2|0|1|0|0|8|2|0|0|1|1|0
