name|pa|ab|h|hr|r|rbi|sb|so|bb|hbp|sf|x1b|x2b|x3b
Maikel Garcia|35|28|9|0|4|4|1|4|6|0|1|7|2|0
Evan Carter|27|22|6|0|4|0|0|7|5|0|0|3|3|0
Gleyber Torres|36|27|7|1|7|1|0|6|9|0|0|6|0|0
Kazuma Okamoto|35|31|8|2|4|3|0|15|4|0|0|6|0|0
Randy Arozarena|39|32|9|0|7|2|1|4|6|1|0|6|3|0
Kyle Tucker|36|32|9|1|8|5|2|9|4|0|0|7|1|0
JJ Wetherholt|35|29|8|1|7|4|2|7|4|1|1|7|0|0
Ildemaro Vargas|9|9|5|1|2|2|0|0|0|0|0|3|1|0
Leody Taveras|10|6|3|0|1|3|0|2|4|0|0|2|1|0
Gary Sanchez|12|10|3|2|3|3|0|5|2|0|0|1|0|0
Connor Wong|10|10|5|0|0|1|0|3|0|0|0|2|3|0
Trevor Larnach|12|8|3|0|2|2|0|1|4|0|0|1|2|0
Dominic Smith|22|20|7|2|6|6|0|4|2|0|0|5|0|0
Owen Caissie|28|25|8|2|4|9|1|9|2|0|1|4|2|0
Christian Vazquez|18|16|5|1|2|5|0|3|1|0|0|2|2|0
Nick Fortes|25|23|8|1|3|6|0|3|1|1|0|5|2|0
Kyle Schwarber|37|29|6|3|4|6|0|13|6|2|0|1|2|0
Josh Bell|34|26|6|2|9|7|0|12|6|1|1|1|3|0
Jordan Lawlar|20|18|6|1|3|2|1|6|1|1|0|4|1|0
T.J. Rumfield|28|25|9|1|3|3|0|7|3|0|0|7|1|0
Jake Burger|35|33|11|2|5|6|0|12|1|1|0|7|2|0
Joey Loperfido|25|22|8|0|4|3|1|5|3|0|0|5|3|0
Juan Soto|34|31|11|1|3|5|0|6|3|0|0|8|2|0
Max Muncy|31|30|9|2|6|5|1|12|1|0|0|4|3|0
Luis Robert Jr.|33|25|7|1|4|6|0|5|8|0|0|6|0|0
Ozzie Albies|38|35|11|2|6|3|0|4|3|0|0|9|0|0
Mike Trout|41|29|6|2|7|3|2|10|11|1|0|4|0|0
Freddie Freeman|35|33|8|2|3|9|0|2|1|1|0|3|3|0
William Contreras|32|27|6|1|5|5|0|5|5|0|0|2|3|0
Will Smith|30|29|8|2|4|5|0|5|1|0|0|6|0|0
Jacob Young|22|20|5|1|3|3|1|3|2|0|0|3|1|0
J.T. Realmuto|28|22|4|1|3|1|0|6|4|2|0|2|1|0
David Hamilton|25|17|4|0|5|2|4|4|7|0|0|4|0|0
Francisco Lindor|43|32|5|0|7|0|1|7|10|1|0|3|0|2
Pete Crow-Armstrong|29|26|7|0|5|3|3|8|2|0|0|6|1|0
Daniel Susac|4|3|3|0|0|0|0|0|1|0|0|3|0|0
Rafael Marchan|4|3|1|1|1|2|0|0|0|1|0|0|0|0
Miguel Amaya|11|10|4|1|3|3|0|1|1|0|0|2|1|0
Jorge Mateo|4|4|1|1|2|2|0|1|0|0|0|0|0|0
Jose Fernandez|12|12|4|2|2|4|0|3|0|0|0|2|0|0
Tristan Gray|14|11|4|1|1|8|0|4|2|0|1|2|1|0
Myles Straw|9|9|5|0|4|0|0|0|0|0|0|5|0|0
Andrew McCutchen|17|16|6|1|3|4|0|4|1|0|0|3|2|0
Davis Schneider|10|9|3|1|3|3|0|2|1|0|0|2|0|0
Dominic Canzone|20|18|5|2|5|3|1|3|1|1|0|2|1|0
Jonny DeLuca|16|15|5|1|4|4|0|2|1|0|0|3|1|0
Paul Goldschmidt|10|9|2|1|3|3|0|2|1|0|0|0|1|0
Jesus Sanchez|26|22|7|1|4|4|0|5|2|2|0|6|0|0
Marcelo Mayer|24|20|5|1|5|3|0|8|2|0|1|1|3|0
Griffin Conine|16|15|4|1|3|2|1|4|1|0|0|2|1|0
Jac Caglianone|28|24|8|0|3|0|0|6|3|1|0|6|2|0
Brandon Marsh|31|29|9|1|4|5|1|5|2|0|0|6|2|0
Christian Yelich|31|29|10|1|7|7|1|9|2|0|0|9|0|0
Aaron Judge|35|31|7|3|6|7|1|12|3|1|0|4|0|0
Gunnar Henderson|38|33|8|2|5|6|1|10|4|1|0|4|2|0
Vladimir Guerrero Jr.|35|28|8|1|3|4|0|3|6|1|0|7|0|0
Jonathan Aranda|39|33|8|2|4|7|0|9|5|0|1|4|2|0
Jorbit Vivas|18|14|5|0|4|1|0|2|2|1|1|5|0|0
Nolan Schanuel|36|32|8|2|3|5|0|5|4|0|0|5|1|0
Nick Yorke|16|11|3|0|1|2|0|2|4|0|1|2|1|0
Elly De La Cruz|35|32|7|3|5|4|0|13|3|0|0|4|0|0
Daylen Lile|38|36|12|0|7|3|0|4|2|0|0|9|3|0
Taylor Ward|38|31|9|0|2|5|0|8|6|0|1|6|3|0
Agustin Ramirez|29|22|6|0|4|1|1|5|6|1|0|5|1|0
Isaac Paredes|26|22|5|0|4|5|0|6|2|2|0|1|4|0
Nick Gonzales|32|29|9|0|4|5|1|6|3|0|0|7|2|0
Brandon Lockridge|22|21|7|0|4|3|2|3|1|0|0|6|1|0
Manny Machado|32|23|5|0|3|0|0|6|9|0|0|3|2|0
Jeremy Pena|24|22|6|0|3|0|1|4|2|0|0|3|3|0
Marcus Semien|37|31|8|1|2|5|0|10|4|1|1|6|1|0
Ezequiel Tovar|34|34|10|1|3|5|1|10|0|0|0|7|2|0
Max Muncy|28|24|6|1|5|1|0|9|4|0|0|5|0|0
Parker Meadows|24|21|5|0|3|2|2|5|2|1|0|3|1|1
Mookie Betts|32|28|5|2|7|7|0|4|3|1|0|2|1|0
Joey Ortiz|24|22|7|0|5|3|3|6|2|0|0|7|0|0
Sal Frelick|32|26|5|1|3|2|0|6|5|1|0|3|1|0
Carlos Correa|37|33|8|1|6|7|0|4|4|0|0|6|1|0
Willson Contreras|34|27|5|1|3|2|0|8|6|1|0|4|0|0
Jose Ramirez|34|32|6|1|2|5|2|5|2|0|0|3|2|0
Bobby Witt Jr.|34|29|7|0|1|3|3|7|4|0|1|7|0|0
Fernando Tatis Jr.|34|30|6|0|3|2|2|9|4|0|0|4|2|0
Deyvison De Los Santos|2|2|1|0|0|0|0|0|0|0|0|0|1|0
Braxton Fulford|5|5|2|1|2|2|0|2|0|0|0|1|0|0
Austin Hedges|4|4|2|0|2|0|0|1|0|0|0|1|1|0
Alex Call|6|5|2|0|2|1|0|0|1|0|0|1|1|0
Carlos Cortes|6|5|2|0|0|0|0|1|1|0|0|1|1|0
Oneil Cruz|33|31|9|3|7|7|0|12|2|0|0|6|0|0
Ezequiel Duran|11|11|3|1|2|3|0|3|0|0|0|1|1|0
Troy Johnston|23|21|7|1|2|3|0|5|1|0|0|5|1|0
Rhys Hoskins|18|14|4|0|1|1|0|6|4|0|0|2|2|0
Luke Raley|24|23|5|3|4|6|0|8|1|0|0|2|0|0
Tyler Heineman|11|10|4|0|3|0|0|1|1|0|0|4|0|0
Alec Burleson|36|29|8|1|4|6|1|3|6|0|1|5|2|0
Ian Happ|32|28|5|3|5|5|0|12|4|0|0|1|1|0
Brady House|34|30|9|1|6|3|0|11|4|0|0|7|1|0
Royce Lewis|29|24|4|2|6|5|1|9|4|1|0|0|2|0
Everson Pereira|17|16|4|1|3|1|0|7|1|0|0|2|1|0
Miguel Andujar|21|20|6|0|2|2|0|5|1|0|0|4|1|1
Roman Anthony|33|30|8|1|2|2|0|12|3|0|0|6|0|1
Alex Freeland|19|16|3|1|3|1|0|6|3|0|0|1|1|0
Mike Yastrzemski|29|25|6|0|3|3|0|6|4|0|0|3|2|1
Alex Bregman|32|28|6|2|2|3|0|4|4|0|0|4|0|0
Shohei Ohtani|38|29|7|1|4|4|0|9|7|1|1|6|0|0
Trea Turner|37|34|10|0|8|2|1|8|3|0|0|7|3|0
Oswald Peraza|29|27|7|1|2|2|1|10|2|0|0|5|1|0
Colson Montgomery|33|29|6|2|3|6|1|11|4|0|0|4|0|0
Trent Grisham|33|25|5|0|5|4|1|5|8|0|0|3|1|1
Konnor Griffin|8|6|1|0|1|1|0|1|1|1|0|0|1|0
Tristan Peters|25|23|7|0|1|1|1|9|2|0|0|6|1|0
Danny Jansen|24|24|6|1|2|6|0|6|0|0|0|3|2|0
Justin Crawford|26|25|8|0|3|1|1|5|1|0|0|7|1|0
Salvador Perez|33|30|6|2|4|2|0|4|3|0|0|3|1|0
Blaze Alexander|19|18|6|0|3|1|1|6|1|0|0|6|0|0
Kody Clemens|19|16|3|1|2|2|1|7|3|0|0|2|0|0
Matt McLain|36|30|8|0|3|1|0|9|5|1|0|7|1|0
Yainer Diaz|31|27|8|0|3|6|0|6|3|0|1|7|1|0
Zach McKinstry|16|16|4|1|1|3|0|4|0|0|0|3|0|0
Michael Busch|30|25|6|0|5|1|0|4|5|0|0|4|2|0
Casey Schmitt|25|22|6|0|0|2|1|6|1|2|0|5|1|0
Nolan Gorman|28|26|5|2|4|6|0|9|2|0|0|3|0|0
Carlos Narvaez|16|15|5|0|1|0|0|4|0|0|0|5|0|0
Jorge Barrosa|9|9|2|0|1|0|0|3|0|0|0|0|2|0
Austin Martin|20|14|3|0|1|2|1|3|5|1|0|3|0|0
Victor Scott II|29|26|8|0|3|0|2|9|0|0|0|7|1|0
Pedro Pages|18|16|3|1|2|2|0|5|0|2|0|2|0|0
Luis Arraez|38|36|10|0|3|3|2|3|1|0|1|8|1|1
Chase Meidroth|30|26|5|1|3|1|0|7|4|0|0|3|1|0
Gabriel Arias|23|21|3|2|2|2|0|10|2|0|0|1|0|0
Brayan Rocchio|28|22|5|0|3|3|0|3|3|2|0|4|1|0
Riley Greene|35|31|7|0|6|5|0|6|4|0|0|4|3|0
Ernie Clement|33|33|9|0|2|2|1|1|0|0|0|6|3|0
Daniel Schneemann|22|22|5|0|3|2|1|5|0|0|0|1|4|0
Colton Cowser|22|17|4|0|4|1|0|5|3|0|1|3|1|0
Bryson Stott|25|23|6|0|1|2|2|4|2|0|0|5|1|0
Willy Adames|37|34|7|1|2|3|0|12|3|0|0|4|2|0
Henry Davis|20|17|3|0|2|3|0|4|2|1|0|1|2|0
Ryan Jeffers|24|20|4|0|4|0|0|7|4|0|0|3|1|0
Alejandro Kirk|22|20|3|1|2|2|0|2|2|0|0|1|1|0
Jackson Merrill|29|27|5|1|4|4|0|6|2|0|0|3|1|0
Nick Allen|7|7|2|0|3|0|0|2|0|0|0|2|0|0
Alec Bohm|35|30|5|1|3|7|0|3|4|1|0|4|0|0
Graham Pauley|16|15|3|0|1|1|0|5|0|0|0|1|2|0
Luisangel Acuna|25|22|5|0|3|0|3|4|1|1|0|5|0|0
Jacob Wilson|33|33|7|0|2|3|0|5|0|0|0|4|3|0
Coby Mayo|24|20|3|0|2|1|1|8|4|0|0|2|1|0
Masyn Winn|30|28|5|0|2|1|1|5|2|0|0|3|2|0
Luis Matos|1|0|0|0|0|0|0|0|1|0|0|0|0|0
Dalton Rushing|2|2|1|0|0|0|0|0|0|0|0|1|0|0
Andres Chaparro|7|6|2|0|1|0|0|2|1|0|0|1|1|0
Luis Garcia Jr.|29|29|10|0|3|4|0|3|0|0|0|6|3|1
Derek Hill|4|3|1|0|1|0|0|1|1|0|0|1|0|0
Kyle Farmer|3|2|1|0|0|1|0|0|0|0|1|1|0|0
Jake Fraley|21|18|5|0|1|0|0|3|3|0|0|2|3|0
Dylan Beavers|22|22|7|1|3|4|0|4|0|0|0|5|1|0
Tyler Freeman|5|5|2|0|0|1|1|0|0|0|0|2|0|0
Leo Jimenez|5|5|2|0|0|0|0|0|0|0|0|2|0|0
Isaac Collins|27|22|5|1|4|3|0|7|4|1|0|3|1|0
Bryan Reynolds|37|34|8|2|8|4|0|12|3|0|0|5|1|0
Ramon Urias|13|12|2|1|1|1|0|6|0|1|0|0|1|0
Adolis Garcia|32|30|8|1|2|3|0|9|1|0|1|5|2|0
Jerar Encarnacion|7|7|2|0|1|0|0|1|0|0|0|1|1|0
David Fry|7|7|2|0|0|0|0|4|0|0|0|1|1|0
J.P. Crawford|8|6|1|0|0|0|0|3|2|0|0|0|1|0
Ceddanne Rafaela|26|25|7|1|3|3|0|6|0|1|0|6|0|0
Ivan Herrera|36|28|6|0|2|4|0|4|6|1|1|3|3|0
Matt Vierling|11|10|2|1|1|3|0|2|0|0|1|1|0|0
Teoscar Hernandez|25|25|8|0|4|2|0|9|0|0|0|7|1|0
Jake Bauers|31|29|6|2|6|4|2|8|2|0|0|4|0|0
Eugenio Suarez|32|31|7|2|4|6|0|13|1|0|0|5|0|0
Sam Haggerty|6|6|2|0|1|0|0|2|0|0|0|2|0|0
Jose Tena|12|12|4|0|2|3|0|4|0|0|0|4|0|0
Brett Sullivan|11|10|3|0|0|1|0|3|1|0|0|3|0|0
Carter Jensen|23|20|4|1|2|4|0|9|2|0|1|2|1|0
Keibert Ruiz|16|15|3|1|2|4|0|2|0|0|1|1|1|0
Pete Alonso|35|31|7|1|3|2|0|12|4|0|0|6|0|0
Jared Young|12|10|2|0|2|1|0|2|2|0|0|1|1|0
Tim Tawa|10|9|2|0|0|0|0|1|1|0|0|1|1|0
Luis Rengifo|20|18|4|0|2|2|0|2|2|0|0|2|2|0
Nathaniel Lowe|8|8|2|0|0|1|0|0|0|0|0|1|1|0
Miguel Rojas|15|14|4|0|1|1|0|2|0|0|1|3|1|0
Geraldo Perdomo|34|31|6|1|2|2|1|2|3|0|0|3|2|0
Nick Loftin|9|7|1|0|3|0|0|0|2|0|0|0|1|0
George Springer|39|34|5|2|2|3|1|12|5|0|0|2|1|0
Gabriel Moreno|31|29|7|0|4|2|0|4|2|0|0|5|2|0
Luis Torrens|10|10|3|0|1|2|0|2|0|0|0|3|0|0
Carson Kelly|23|20|5|0|2|3|0|4|3|0|0|5|0|0
Brice Matthews|18|16|2|1|1|2|0|9|2|0|0|0|1|0
Michael Harris II|36|35|8|1|3|5|0|6|1|0|0|6|1|0
Steven Kwan|34|30|7|0|3|2|1|4|4|0|0|6|1|0
Lawrence Butler|21|20|4|1|3|4|0|5|1|0|0|3|0|0
Kyle Higashioka|9|8|2|0|2|1|0|2|1|0|0|2|0|0
Hunter Feduccia|9|8|2|0|1|1|0|4|1|0|0|2|0|0
Tyrone Taylor|12|12|2|1|1|4|0|2|0|0|0|1|0|0
Matt Chapman|38|35|7|1|4|3|0|7|3|0|0|5|1|0
Jarren Duran|30|25|5|0|4|2|2|7|4|1|0|4|1|0
Angel Martinez|23|18|3|0|2|0|1|5|2|2|0|2|1|0
Andy Ibanez|10|9|2|0|1|2|0|2|1|0|0|2|0|0
Jake Meyers|31|26|5|0|4|3|1|7|3|1|1|4|1|0
Nasim Nunez|24|22|5|0|4|2|3|7|1|1|0|5|0|0
Austin Wells|23|20|4|0|2|0|0|7|3|0|0|4|0|0
Mitch Garver|4|2|0|0|0|0|0|0|2|0|0|0|0|0
Dylan Moore|2|1|0|0|1|0|0|1|1|0|0|0|0|0
Jeferson Quero|2|1|0|0|0|0|0|0|1|0|0|0|0|0
Andrew Vaughn|4|4|1|0|0|1|0|0|0|0|0|1|0|0
Travis d'Arnaud|6|6|1|0|1|0|0|3|0|0|0|0|1|0
Starling Marte|6|6|1|0|0|0|0|3|0|0|0|0|1|0
Jake Rogers|6|6|1|0|1|1|0|2|0|0|0|0|1|0
Austin Riley|36|32|6|0|2|2|0|9|4|0|0|5|1|0
Bryce Johnson|9|8|1|0|0|1|0|5|1|0|0|0|1|0
Curtis Mead|9|8|1|0|0|1|0|2|1|0|0|0|1|0
Wyatt Langford|36|36|6|0|2|2|0|10|0|0|0|3|1|2
Lane Thomas|16|14|2|0|1|1|0|5|2|0|0|1|1|0
Leo Rivas|31|28|4|0|2|1|0|12|3|0|0|3|0|1
Andruw Monasterio|7|7|1|0|0|1|0|2|0|0|0|0|1|0
Luis Campusano|7|7|1|0|0|1|0|3|0|0|0|0|1|0
James McCann|10|9|1|0|1|0|0|4|1|0|0|0|1|0
Jazz Chisholm Jr.|33|31|5|0|2|1|4|12|1|1|0|4|1|0
Ryan Mountcastle|5|5|1|0|0|0|0|1|0|0|0|1|0|0
Denzel Clarke|22|20|3|0|2|2|0|10|2|0|0|3|0|0
Shay Whitcomb|3|2|0|0|0|0|0|2|1|0|0|0|0|0
Austin Wynns|6|6|1|0|0|0|0|0|0|0|0|1|0|0
Eli White|10|9|1|0|1|0|0|2|1|0|0|1|0|0
Jonah Heim|10|7|0|0|1|0|0|2|3|0|0|0|0|0
Ryan Ritter|7|7|1|0|1|0|0|3|0|0|0|1|0|0
Adam Frazier|4|3|0|0|1|0|0|1|1|0|0|0|0|0
Isiah Kiner-Falefa|5|4|0|0|1|0|0|2|1|0|0|0|0|0
Jahmai Jones|2|2|0|0|0|0|0|0|0|0|0|0|0|0
Jose Fermin|2|2|0|0|0|0|0|0|0|0|0|0|0|0
Tyler Tolbert|2|2|0|0|0|0|1|1|0|0|0|0|0|0
Junior Caminero|37|31|8|0|3|0|0|6|6|0|0|7|1|0
Spencer Steer|28|25|5|1|2|3|0|8|2|0|1|2|2|0
Gavin Sheets|21|20|5|0|3|2|1|6|1|0|0|3|2|0
Hunter Goodman|34|32|7|1|4|2|0|14|2|0|0|5|1|0
Brett Baty|33|33|8|0|6|4|1|10|0|0|0|5|2|1
Jonathan India|24|23|5|1|4|5|0|5|1|0|0|4|0|0
Tyler O'Neill|19|16|2|1|4|3|0|4|2|1|0|1|0|0
Tyler Stephenson|18|17|3|1|1|2|0|4|1|0|0|2|0|0
Jared Triolo|26|23|5|0|2|1|0|5|2|1|0|4|1|0
Luke Keaschall|35|32|8|0|2|3|1|5|2|0|1|7|1|0
Jung Hoo Lee|35|29|5|0|3|4|0|5|5|0|1|2|3|0
Connor Norby|27|23|4|0|1|1|0|6|1|3|0|2|2|0
Tyler Soderstrom|32|29|6|0|2|3|0|10|3|0|0|4|2|0
Austin Hays|28|27|5|1|2|5|0|12|1|0|0|3|1|0
Samuel Basallo|25|23|4|1|3|1|0|7|2|0|0|3|0|0
Pavin Smith|8|6|1|0|1|1|0|2|2|0|0|1|0|0
Heriberto Hernandez|24|20|3|0|2|3|0|5|4|0|0|2|0|1
Victor Robles|13|13|3|0|0|1|1|3|0|0|0|2|1|0
Dane Myers|15|15|4|0|0|1|0|3|0|0|0|4|0|0
Javier Baez|18|17|4|0|1|2|1|5|1|0|0|4|0|0
Jake Mangum|21|19|4|0|1|1|0|5|1|0|0|3|1|0
Ronald Acuna Jr.|39|31|5|0|1|2|2|7|7|0|1|4|1|0
Kyle Karros|27|25|5|0|1|0|2|9|2|0|0|4|1|0
Logan O'Hoppe|25|23|5|0|1|2|0|6|1|1|0|5|0|0
Vinnie Pasquantino|35|29|5|0|2|4|0|7|4|1|1|4|1|0
Yoan Moncada|34|28|3|1|2|2|0|12|5|1|0|2|0|0
Byron Buxton|29|26|4|0|2|1|0|9|1|1|1|2|1|1
Heliot Ramos|37|35|7|0|3|2|0|13|2|0|0|6|1|0
Richie Palacios|14|10|1|0|3|0|1|1|2|2|0|1|0|0
Daulton Varsho|28|25|4|0|2|1|0|4|3|0|0|3|1|0
Nick Castellanos|14|13|2|0|0|0|0|4|1|0|0|1|1|0
Dansby Swanson|27|21|3|0|2|3|0|8|5|0|1|3|0|0
Josh Lowe|29|27|3|1|1|3|0|12|2|0|0|1|1|0
Carson Benge|30|27|3|1|3|3|3|10|3|0|0|2|0|0
Edouard Julien|10|9|1|0|0|0|0|5|1|0|0|0|1|0
Nathan Lukes|13|11|2|0|2|2|0|2|1|0|1|2|0|0
Alek Thomas|30|29|4|0|2|4|2|8|1|0|0|1|3|0
Julio Rodriguez|39|34|5|0|3|1|0|11|5|0|0|5|0|0
Masataka Yoshida|15|9|0|0|0|0|0|3|6|0|0|0|0|0
Mickey Moniak|5|5|1|0|1|0|0|1|0|0|0|1|0|0
Edgar Quero|19|17|3|0|1|0|0|4|1|0|0|3|0|0
Thomas Saggese|16|14|2|0|1|0|0|5|2|0|0|2|0|0
Freddy Fermin|19|17|2|0|2|1|0|5|2|0|0|1|1|0
Bo Naylor|24|23|4|0|0|0|0|7|1|0|0|4|0|0
Jose Caballero|30|27|4|0|3|1|3|10|2|1|0|4|0|0
Drew Millas|17|15|2|0|0|2|0|6|2|0|0|2|0|0
Joey Bart|9|8|1|0|1|0|0|3|1|0|0|1|0|0
Addison Barger|20|16|1|0|1|2|0|6|3|0|1|0|1|0
Edmundo Sosa|10|9|1|0|1|2|0|2|1|0|0|1|0|0
Amed Rosario|7|6|1|0|0|1|0|1|0|0|1|1|0|0
Ke'Bryan Hayes|21|19|2|0|1|0|0|1|2|0|0|2|0|0
Ty France|7|7|1|0|0|0|0|2|0|0|0|1|0|0
Jose Trevino|12|11|1|0|0|0|0|3|1|0|0|1|0|0
Darell Hernaiz|8|8|1|0|0|0|0|2|0|0|0|1|0|0
Michael Conforto|7|6|0|0|0|0|0|5|1|0|0|0|0|0
Ryan Vilade|9|8|0|0|0|0|0|5|1|0|0|0|0|0
James Outman|9|8|0|0|1|0|2|3|1|0|0|0|0|0
Austin Slater|11|9|0|0|0|1|0|4|1|0|1|0|0|0
Randal Grichuk|2|2|0|0|0|0|0|0|0|0|0|0|0|0
Yohel Pozo|5|5|0|0|0|0|0|0|0|0|0|0|0|0
Santiago Espinal|2|2|0|0|0|0|0|1|0|0|0|0|0|0
J.C. Escarra|5|5|0|0|0|0|0|1|0|0|0|0|0|0
Bryce Teodosio|4|4|0|0|0|0|0|2|0|0|0|0|0|0
Ryan Bliss|2|2|0|0|0|0|0|2|0|0|0|0|0|0
Adrian Del Castillo|3|3|0|0|0|0|0|2|0|0|0|0|0|0
Ben Williamson|29|28|8|0|6|3|1|5|1|0|0|7|1|0
Bryce Harper|35|32|5|2|4|4|0|5|3|0|0|2|1|0
Rafael Devers|38|35|7|1|2|1|0|11|3|0|0|5|1|0
Matt Wallner|35|32|5|2|5|2|0|16|3|0|0|3|0|0
Victor Caratini|25|22|5|0|1|1|0|2|2|1|0|5|0|0
Bo Bichette|43|41|9|0|4|6|0|12|1|0|1|7|2|0
Jorge Polanco|33|28|4|0|2|1|0|5|5|0|0|2|2|0
Ketel Marte|37|33|5|1|3|2|0|6|4|0|0|4|0|0
Will Benson|16|15|2|0|0|1|0|5|1|0|0|1|0|1
Harrison Bader|34|31|4|1|3|3|0|11|2|0|1|2|1|0
Jeremiah Jackson|19|18|4|0|0|3|0|6|0|0|1|4|0|0
Matt Shaw|19|18|4|0|1|3|1|2|0|0|1|4|0|0
Jakob Marsee|35|31|4|0|3|2|1|11|3|0|1|2|1|1
Brooks Lee|17|16|3|0|1|2|0|6|1|0|0|3|0|0
Willi Castro|33|31|4|0|4|3|0|12|2|0|0|1|3|0
Spencer Horwitz|24|21|3|0|1|2|0|7|2|0|1|2|1|0
Moises Ballesteros|21|19|3|0|1|2|0|7|2|0|0|3|0|0
Otto Kemp|8|7|1|0|0|0|0|4|0|1|0|1|0|0
Blake Perkins|14|12|1|0|1|1|0|3|2|0|0|0|1|0
Josh Smith|28|24|3|0|0|1|1|4|4|0|0|3|0|0
Nolan Arenado|27|27|5|0|2|0|0|7|0|0|0|5|0|0
Jake Cronenworth|31|28|4|0|4|0|0|7|3|0|0|4|0|0
Cal Raleigh|37|33|4|0|0|4|1|17|4|0|0|3|1|0
Nick Kurtz|30|24|2|0|3|0|1|13|6|0|0|2|0|0
Jordan Beck|21|19|2|0|1|4|1|5|2|0|0|1|1|0
Carson Williams|25|23|3|0|4|3|0|9|1|0|0|2|1|0
Jeff McNeil|21|20|3|0|1|0|1|7|1|0|0|3|0|0
Nathan Church|23|22|3|0|2|2|0|7|1|0|0|3|0|0
Patrick Bailey|27|24|2|0|2|1|0|6|3|0|0|2|0|0
Noelvi Marte|12|10|0|0|1|0|0|6|2|0|0|0|0|0
Rob Refsnyder|14|12|0|0|0|0|0|3|2|0|0|0|0|0
Lenyn Sosa|14|14|1|0|1|0|0|4|0|0|0|1|0|0
Reese McGuire|10|10|0|0|0|0|0|3|0|0|0|0|0|0
Kerry Carpenter|34|29|5|1|2|4|0|14|4|0|1|4|0|0
Jorge Soler|39|33|5|1|4|6|0|17|5|0|1|3|1|0
Jo Adell|35|33|8|0|2|2|0|7|1|1|0|8|0|0
Andrew Benintendi|21|20|4|0|0|1|0|10|1|0|0|4|0|0
Brenton Doyle|29|27|4|0|3|0|1|10|2|0|0|3|1|0
Jeimer Candelario|8|8|1|0|1|0|0|5|0|0|0|0|1|0
